IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
66786,0.0,1.0,C,6.0,9.0,54.0,50.0,B1,Diesel,188.0,R91,0.0
66788,0.0,1.0,E,9.0,10.0,34.0,57.0,B3,Regular,3963.0,R91,0.0
66790,0.0,1.0,B,7.0,10.0,32.0,50.0,B1,Regular,97.0,R91,0.0
66792,0.0,1.0,C,10.0,8.0,31.0,50.0,B1,Regular,133.0,R91,0.0
66794,0.0,1.0,C,7.0,11.0,31.0,52.0,B1,Regular,133.0,R91,0.0
66796,0.0,1.0,C,4.0,4.0,39.0,57.0,B2,Diesel,188.0,R91,0.0
66798,0.0,0.65,C,6.0,4.0,39.0,64.0,B2,Diesel,188.0,R91,0.0
66799,0.0,0.08,C,6.0,4.0,39.0,64.0,B2,Diesel,188.0,R91,0.0
66800,0.0,0.03,C,6.0,4.0,39.0,64.0,B2,Diesel,188.0,R91,0.0
66801,0.0,0.21,C,6.0,4.0,39.0,60.0,B2,Diesel,188.0,R91,0.0
66802,0.0,0.01,C,6.0,0.0,39.0,60.0,B2,Diesel,188.0,R91,0.0
66805,0.0,1.0,E,4.0,8.0,62.0,50.0,B2,Regular,3963.0,R91,0.0
66807,0.0,1.0,D,4.0,6.0,38.0,50.0,B4,Diesel,1162.0,R91,0.0
66809,0.0,0.14,B,9.0,16.0,37.0,50.0,B1,Regular,82.0,R91,0.0
66810,0.0,0.85,B,9.0,16.0,37.0,50.0,B1,Regular,82.0,R91,0.0
66811,0.0,0.14,B,6.0,8.0,37.0,50.0,B1,Diesel,82.0,R91,0.0
66812,0.0,1.0,B,7.0,11.0,37.0,50.0,B2,Regular,82.0,R91,0.0
66814,0.0,0.28,A,7.0,17.0,44.0,54.0,B1,Regular,3.0,R82,0.0
66815,0.0,0.1,C,7.0,4.0,36.0,50.0,B10,Diesel,177.0,R91,0.0
66816,0.0,0.89,C,7.0,4.0,36.0,50.0,B10,Diesel,177.0,R91,0.0
66818,0.0,0.1,C,4.0,6.0,32.0,50.0,B4,Diesel,177.0,R91,0.0
66819,0.0,0.89,C,4.0,6.0,32.0,50.0,B4,Diesel,177.0,R91,0.0
66821,0.0,0.41,C,7.0,0.0,50.0,50.0,B1,Diesel,252.0,R91,0.0
66822,0.0,0.26,C,7.0,0.0,50.0,50.0,B1,Diesel,252.0,R91,0.0
66824,0.0,1.0,C,7.0,2.0,50.0,77.0,B5,Diesel,252.0,R91,0.0
66826,0.0,0.7,C,6.0,4.0,50.0,62.0,B1,Diesel,252.0,R91,0.0
66827,0.0,0.29,C,6.0,0.0,50.0,58.0,B1,Diesel,252.0,R91,0.0
66831,0.0,1.0,E,5.0,4.0,36.0,50.0,B4,Diesel,3963.0,R91,0.0
66833,0.0,0.26,D,4.0,18.0,56.0,50.0,B2,Regular,935.0,R91,0.0
66834,0.0,1.0,C,6.0,2.0,35.0,50.0,B1,Diesel,120.0,R91,0.0
66836,0.0,0.85,C,6.0,4.0,45.0,62.0,B2,Diesel,168.0,R91,0.0
66837,0.0,0.14,C,6.0,4.0,45.0,55.0,B2,Diesel,168.0,R91,0.0
66839,0.0,0.28,C,12.0,24.0,39.0,50.0,B10,Diesel,351.0,R23,0.0
66840,0.0,0.22,C,5.0,4.0,26.0,50.0,B4,Regular,276.0,R91,0.0
66841,0.0,0.27,C,4.0,0.0,26.0,50.0,B4,Regular,276.0,R91,0.0
66842,0.0,0.5,C,4.0,0.0,26.0,50.0,B4,Regular,276.0,R91,0.0
66844,0.0,1.0,A,6.0,11.0,38.0,50.0,B2,Regular,19.0,R93,0.0
66846,0.0,0.54,D,9.0,7.0,48.0,50.0,B2,Regular,625.0,R91,0.0
66847,0.0,0.45,D,9.0,7.0,48.0,50.0,B2,Regular,625.0,R91,0.0
66849,0.0,0.79,C,6.0,12.0,23.0,50.0,B1,Diesel,120.0,R91,0.0
66851,0.0,1.0,B,6.0,4.0,31.0,57.0,B1,Diesel,85.0,R91,0.0
66853,0.0,0.19,C,7.0,17.0,50.0,95.0,B1,Regular,393.0,R91,0.0
66854,0.0,0.8,C,7.0,17.0,50.0,80.0,B1,Regular,393.0,R91,0.0
66856,0.0,1.0,E,9.0,27.0,49.0,50.0,B2,Regular,3963.0,R91,0.0
66858,0.0,0.12,F,6.0,5.0,77.0,50.0,B2,Diesel,13520.0,R11,0.0
66859,0.0,0.87,F,5.0,0.0,77.0,50.0,B2,Diesel,13520.0,R11,0.0
66862,0.0,0.78,D,7.0,8.0,45.0,60.0,B3,Regular,1286.0,R91,0.0
66863,0.0,0.21,D,7.0,8.0,45.0,57.0,B3,Regular,1286.0,R91,0.0
66865,0.0,1.0,C,7.0,15.0,42.0,68.0,B1,Regular,120.0,R91,0.0
66869,0.0,1.0,A,7.0,9.0,50.0,76.0,B2,Regular,27.0,R41,0.0
66871,0.0,1.0,E,5.0,13.0,40.0,50.0,B5,Regular,3963.0,R91,0.0
66873,0.0,0.5,D,11.0,6.0,40.0,85.0,B3,Regular,625.0,R91,0.0
66874,0.0,0.06,E,7.0,11.0,33.0,76.0,B2,Diesel,3963.0,R91,0.0
66875,0.0,1.0,B,5.0,6.0,32.0,50.0,B1,Diesel,97.0,R91,0.0
66877,0.0,0.16,C,10.0,12.0,53.0,60.0,B12,Diesel,120.0,R91,0.0
66878,0.0,0.83,C,10.0,12.0,53.0,60.0,B12,Diesel,120.0,R91,0.0
66881,0.0,1.0,D,5.0,3.0,32.0,58.0,B2,Regular,582.0,R91,0.0
66883,0.0,0.28,D,7.0,17.0,55.0,50.0,B2,Regular,935.0,R91,0.0
66884,0.0,1.0,C,7.0,14.0,77.0,50.0,B2,Regular,163.0,R91,0.0
66886,0.0,0.46,D,7.0,26.0,36.0,54.0,B3,Regular,1286.0,R91,0.0
66887,0.0,0.00273224043715847,D,5.0,11.0,36.0,54.0,B3,Regular,1286.0,R91,0.0
66888,1.0,0.52,D,5.0,11.0,36.0,67.0,B3,Regular,1286.0,R91,1128.12
66891,0.0,0.08,D,6.0,10.0,52.0,50.0,B1,Regular,516.0,R91,0.0
66892,0.0,0.91,D,6.0,10.0,52.0,50.0,B1,Regular,516.0,R91,0.0
66894,0.0,1.0,D,4.0,5.0,76.0,50.0,B2,Diesel,1286.0,R91,0.0
66896,0.0,1.0,D,7.0,17.0,76.0,50.0,B2,Regular,1286.0,R91,0.0
66898,0.0,1.0,E,7.0,8.0,46.0,57.0,B2,Diesel,3963.0,R91,0.0
66900,0.0,0.75,C,9.0,2.0,31.0,64.0,B4,Regular,279.0,R91,0.0
66901,0.0,0.06,C,9.0,0.0,31.0,64.0,B4,Regular,279.0,R91,0.0
66902,0.0,0.18,C,9.0,0.0,31.0,60.0,B4,Regular,279.0,R91,0.0
66905,0.0,0.15,C,6.0,5.0,31.0,64.0,B3,Regular,279.0,R91,0.0
66906,0.0,1.0,C,7.0,15.0,44.0,50.0,B2,Diesel,120.0,R91,0.0
66909,0.0,1.0,D,5.0,2.0,27.0,76.0,B6,Regular,1397.0,R41,0.0
66911,0.0,0.6,D,6.0,6.0,64.0,50.0,B6,Diesel,625.0,R91,0.0
66912,0.0,0.13,D,4.0,12.0,64.0,50.0,B2,Regular,625.0,R91,0.0
66913,0.0,0.26,D,6.0,1.0,64.0,50.0,B6,Diesel,625.0,R91,0.0
66915,0.0,0.11,D,4.0,11.0,42.0,50.0,B2,Regular,1391.0,R91,0.0
66916,0.0,0.88,D,5.0,3.0,42.0,50.0,B4,Diesel,1391.0,R91,0.0
66918,0.0,1.0,E,4.0,11.0,33.0,50.0,B1,Regular,3963.0,R91,0.0
66920,0.0,0.81,C,5.0,24.0,38.0,50.0,B3,Regular,177.0,R91,0.0
66921,0.0,0.18,C,6.0,14.0,38.0,50.0,B2,Regular,177.0,R91,0.0
66923,0.0,1.0,C,14.0,12.0,38.0,50.0,B11,Regular,177.0,R91,0.0
66925,0.0,0.27,E,5.0,34.0,48.0,50.0,B14,Regular,3963.0,R91,0.0
66926,0.0,1.0,D,6.0,6.0,32.0,50.0,B2,Diesel,625.0,R91,0.0
66928,0.0,1.0,D,6.0,9.0,31.0,100.0,B2,Regular,1271.0,R91,0.0
66930,1.0,1.0,D,6.0,10.0,31.0,64.0,B1,Diesel,1271.0,R91,437.5
66933,0.0,1.0,C,8.0,11.0,43.0,50.0,B14,Diesel,393.0,R91,0.0
66935,0.0,1.0,C,7.0,6.0,45.0,50.0,B1,Diesel,393.0,R91,0.0
66937,0.0,1.0,E,5.0,10.0,47.0,72.0,B2,Diesel,3963.0,R91,0.0
66939,0.0,1.0,E,12.0,23.0,54.0,50.0,B10,Diesel,3963.0,R91,0.0
66941,0.0,1.0,D,4.0,12.0,22.0,72.0,B4,Regular,625.0,R91,0.0
66943,0.0,1.0,D,9.0,11.0,48.0,50.0,B11,Regular,625.0,R91,0.0
66945,1.0,1.0,D,5.0,1.0,27.0,100.0,B3,Diesel,1622.0,R91,1128.12
66947,0.0,1.0,E,7.0,10.0,60.0,58.0,B2,Regular,3963.0,R91,0.0
66949,0.0,1.0,D,9.0,7.0,65.0,50.0,B2,Regular,1271.0,R91,0.0
66951,0.0,1.0,D,7.0,5.0,38.0,64.0,B1,Regular,625.0,R91,0.0
66953,0.0,0.24,D,6.0,1.0,53.0,50.0,B12,Diesel,1271.0,R91,0.0
66954,0.0,1.0,C,4.0,11.0,52.0,50.0,B6,Regular,462.0,R91,0.0
66956,0.0,1.0,D,5.0,7.0,47.0,50.0,B1,Regular,988.0,R82,0.0
66958,0.0,0.54,C,6.0,9.0,51.0,50.0,B6,Diesel,495.0,R91,0.0
66959,0.0,1.0,C,7.0,4.0,51.0,50.0,B1,Diesel,495.0,R91,0.0
66962,0.0,1.0,D,8.0,1.0,38.0,50.0,B4,Diesel,625.0,R91,0.0
66964,0.0,1.0,C,9.0,5.0,42.0,58.0,B12,Regular,360.0,R91,0.0
66967,0.0,1.0,C,12.0,24.0,42.0,50.0,B10,Diesel,360.0,R91,0.0
66969,0.0,1.0,C,8.0,15.0,42.0,50.0,B3,Diesel,360.0,R91,0.0
66971,0.0,1.0,E,7.0,14.0,59.0,68.0,B2,Diesel,3963.0,R91,0.0
66973,0.0,1.0,D,7.0,14.0,58.0,50.0,B2,Regular,1622.0,R91,0.0
66975,0.0,0.49,C,9.0,13.0,41.0,72.0,B1,Regular,188.0,R91,0.0
66976,0.0,0.16,C,6.0,14.0,41.0,72.0,B1,Diesel,188.0,R91,0.0
66977,0.0,0.33,C,6.0,14.0,41.0,68.0,B1,Diesel,188.0,R91,0.0
66979,0.0,1.0,C,7.0,18.0,54.0,50.0,B1,Regular,188.0,R91,0.0
66983,1.0,0.78,D,7.0,1.0,39.0,62.0,B3,Regular,1699.0,R91,215.93
66984,0.0,0.21,D,7.0,1.0,39.0,57.0,B3,Regular,1699.0,R91,0.0
66986,0.0,1.0,C,4.0,2.0,45.0,50.0,B2,Regular,177.0,R91,0.0
66988,0.0,1.0,E,5.0,14.0,77.0,50.0,B2,Regular,3963.0,R91,0.0
66990,0.0,1.0,C,4.0,15.0,29.0,54.0,B2,Regular,177.0,R91,0.0
66994,0.0,0.18,E,5.0,10.0,43.0,50.0,B2,Regular,3963.0,R91,0.0
66995,0.0,0.15,E,5.0,10.0,43.0,62.0,B2,Regular,3963.0,R91,0.0
66996,0.0,0.65,E,5.0,10.0,43.0,50.0,B2,Regular,3963.0,R91,0.0
66998,0.0,0.12,E,5.0,14.0,40.0,50.0,B1,Diesel,3963.0,R91,0.0
66999,0.0,0.82,E,5.0,9.0,40.0,50.0,B1,Regular,3963.0,R91,0.0
67001,0.0,1.0,C,6.0,4.0,44.0,50.0,B12,Regular,134.0,R91,0.0
67003,0.0,1.0,E,5.0,1.0,54.0,50.0,B3,Regular,3963.0,R91,0.0
67005,0.0,0.16,E,5.0,6.0,54.0,50.0,B1,Regular,3963.0,R91,0.0
67006,0.0,0.05,E,4.0,0.0,54.0,50.0,B1,Regular,3963.0,R91,0.0
67007,0.0,0.77,E,4.0,0.0,54.0,50.0,B1,Regular,3963.0,R91,0.0
67009,0.0,1.0,D,4.0,7.0,84.0,50.0,B2,Regular,657.0,R91,0.0
67011,0.0,1.0,C,14.0,5.0,40.0,50.0,B4,Regular,363.0,R91,0.0
67013,0.0,1.0,D,7.0,16.0,77.0,50.0,B1,Regular,1622.0,R91,0.0
67015,0.0,0.7,E,6.0,4.0,44.0,50.0,B1,Diesel,3963.0,R91,0.0
67016,0.0,0.29,E,7.0,2.0,44.0,50.0,B1,Diesel,3963.0,R91,0.0
67018,0.0,1.0,E,5.0,11.0,48.0,55.0,B2,Diesel,3963.0,R91,0.0
67020,0.0,0.39,E,4.0,13.0,35.0,76.0,B5,Diesel,6511.0,R11,0.0
67021,0.0,0.24,E,4.0,13.0,35.0,76.0,B5,Diesel,6511.0,R11,0.0
67022,2.0,0.35,E,7.0,4.0,35.0,72.0,B1,Diesel,6511.0,R11,1552.57
67024,0.0,0.42,C,4.0,16.0,27.0,76.0,B2,Regular,398.0,R91,0.0
67025,0.0,0.57,C,4.0,16.0,27.0,57.0,B2,Regular,398.0,R91,0.0
67027,0.0,0.25,E,7.0,16.0,45.0,50.0,B5,Regular,3963.0,R91,0.0
67028,0.0,0.49,E,9.0,13.0,25.0,80.0,B3,Regular,3963.0,R91,0.0
67029,0.0,0.13,E,5.0,10.0,25.0,80.0,B1,Diesel,3963.0,R91,0.0
67030,0.0,0.37,E,9.0,13.0,25.0,76.0,B3,Regular,3963.0,R91,0.0
67032,0.0,0.52,D,8.0,11.0,22.0,62.0,B5,Regular,625.0,R91,0.0
67033,0.0,1.0,B,4.0,4.0,42.0,55.0,B6,Regular,69.0,R91,0.0
67035,0.0,0.18,D,13.0,12.0,36.0,50.0,B11,Regular,1271.0,R91,0.0
67036,0.0,0.33,C,5.0,17.0,45.0,50.0,B2,Regular,120.0,R91,0.0
67037,0.0,0.6,C,5.0,9.0,45.0,50.0,B2,Diesel,120.0,R91,0.0
67039,0.0,1.0,C,4.0,4.0,40.0,50.0,B6,Regular,142.0,R91,0.0
67042,1.0,0.44,D,7.0,7.0,44.0,50.0,B2,Regular,625.0,R91,2615.98
67043,0.0,0.00273224043715847,D,5.0,0.0,44.0,50.0,B6,Diesel,625.0,R91,0.0
67044,0.0,0.18,D,5.0,0.0,44.0,50.0,B6,Diesel,625.0,R91,0.0
67047,1.0,0.99,D,6.0,1.0,62.0,57.0,B5,Regular,625.0,R91,488.14
67048,0.0,0.00546448087431694,D,6.0,1.0,62.0,51.0,B5,Regular,625.0,R91,0.0
67050,0.0,0.89,E,4.0,9.0,69.0,50.0,B1,Regular,3963.0,R91,0.0
67051,0.0,0.1,E,4.0,9.0,69.0,50.0,B1,Regular,3963.0,R91,0.0
67053,1.0,0.37,E,6.0,12.0,62.0,50.0,B6,Regular,3963.0,R91,1616.27
67054,0.0,0.04,E,5.0,0.0,62.0,50.0,B6,Regular,3963.0,R91,0.0
67055,0.0,0.57,E,5.0,0.0,62.0,50.0,B6,Regular,3963.0,R91,0.0
67057,0.0,1.0,E,8.0,2.0,54.0,50.0,B6,Diesel,3963.0,R91,0.0
67060,0.0,0.87,C,9.0,11.0,57.0,50.0,B2,Regular,120.0,R91,0.0
67061,0.0,0.19,D,7.0,11.0,33.0,60.0,B2,Regular,625.0,R91,0.0
67062,0.0,0.00546448087431694,D,7.0,11.0,33.0,60.0,B2,Regular,625.0,R91,0.0
67063,0.0,0.11,D,9.0,8.0,33.0,60.0,B2,Regular,625.0,R91,0.0
67064,0.0,0.68,D,9.0,8.0,33.0,54.0,B2,Regular,625.0,R91,0.0
67066,0.0,1.0,D,4.0,20.0,70.0,50.0,B1,Regular,625.0,R91,0.0
67068,0.0,0.00546448087431694,E,5.0,1.0,92.0,50.0,B2,Regular,3963.0,R91,0.0
67069,0.0,0.99,E,5.0,1.0,92.0,50.0,B2,Regular,3963.0,R91,0.0
67071,1.0,1.0,B,6.0,5.0,75.0,50.0,B2,Diesel,87.0,R91,1128.12
67073,0.0,1.0,C,6.0,11.0,50.0,50.0,B1,Diesel,393.0,R91,0.0
67075,0.0,1.0,C,5.0,9.0,50.0,50.0,B2,Diesel,393.0,R91,0.0
67077,0.0,1.0,E,4.0,15.0,35.0,51.0,B2,Regular,2278.0,R91,0.0
67079,0.0,0.5,D,7.0,19.0,86.0,50.0,B5,Regular,1818.0,R41,0.0
67080,0.0,1.0,C,7.0,5.0,50.0,95.0,B1,Diesel,214.0,R91,0.0
67082,0.0,0.59,E,6.0,8.0,34.0,64.0,B1,Diesel,3963.0,R91,0.0
67083,0.0,0.04,E,8.0,10.0,25.0,100.0,B10,Diesel,3963.0,R91,0.0
67084,0.0,1.0,D,4.0,8.0,39.0,50.0,B2,Regular,516.0,R91,0.0
67086,0.0,1.0,D,9.0,12.0,45.0,50.0,B2,Regular,625.0,R91,0.0
67088,0.0,1.0,D,4.0,16.0,74.0,50.0,B1,Regular,625.0,R91,0.0
67090,0.0,0.66,D,4.0,3.0,43.0,50.0,B4,Diesel,582.0,R91,0.0
67091,0.0,1.0,D,4.0,11.0,43.0,81.0,B1,Regular,625.0,R91,0.0
67093,0.0,1.0,E,8.0,12.0,45.0,50.0,B10,Diesel,3963.0,R91,0.0
67095,0.0,0.81,C,4.0,17.0,21.0,95.0,B1,Regular,120.0,R91,0.0
67096,0.0,0.18,C,5.0,11.0,21.0,95.0,B3,Diesel,120.0,R91,0.0
67098,0.0,0.41,E,7.0,4.0,28.0,59.0,B1,Diesel,2054.0,R93,0.0
67099,0.0,0.58,E,7.0,4.0,28.0,53.0,B1,Diesel,2054.0,R93,0.0
67104,0.0,1.0,D,5.0,13.0,28.0,55.0,B3,Diesel,625.0,R91,0.0
67106,0.0,0.67,A,6.0,5.0,21.0,50.0,B1,Diesel,30.0,R91,0.0
67107,0.0,0.16,A,6.0,3.0,21.0,80.0,B2,Diesel,30.0,R91,0.0
67108,0.0,0.06,A,6.0,3.0,21.0,76.0,B2,Diesel,30.0,R91,0.0
67112,0.0,1.0,D,7.0,7.0,68.0,50.0,B2,Regular,1326.0,R93,0.0
67115,0.0,1.0,D,4.0,7.0,68.0,50.0,B14,Regular,1326.0,R93,0.0
67117,0.0,0.37,C,7.0,9.0,43.0,50.0,B2,Diesel,134.0,R93,0.0
67118,0.0,0.62,C,7.0,9.0,43.0,50.0,B2,Diesel,134.0,R93,0.0
67120,0.0,1.0,B,6.0,5.0,41.0,50.0,B1,Diesel,85.0,R73,0.0
67122,0.0,1.0,C,6.0,12.0,41.0,50.0,B2,Diesel,135.0,R93,0.0
67125,0.0,1.0,D,5.0,4.0,77.0,50.0,B4,Regular,645.0,R91,0.0
67128,0.0,0.03,D,5.0,14.0,40.0,50.0,B2,Diesel,1326.0,R93,0.0
67129,0.0,0.00819672131147541,D,5.0,9.0,40.0,50.0,B5,Diesel,1326.0,R93,0.0
67130,0.0,0.16,D,5.0,9.0,40.0,50.0,B5,Diesel,1326.0,R93,0.0
67131,0.0,0.22,D,5.0,8.0,40.0,50.0,B5,Diesel,1326.0,R93,0.0
67132,0.0,0.05,D,5.0,9.0,40.0,50.0,B2,Diesel,1326.0,R93,0.0
67133,0.0,0.18,D,6.0,9.0,40.0,50.0,B3,Diesel,1326.0,R93,0.0
67134,0.0,0.99,C,6.0,8.0,74.0,50.0,B1,Diesel,426.0,R91,0.0
67135,0.0,1.0,A,6.0,15.0,64.0,50.0,B2,Diesel,42.0,R93,0.0
67137,0.0,0.48,C,6.0,11.0,42.0,50.0,B2,Regular,146.0,R93,0.0
67139,0.0,0.36,D,5.0,15.0,62.0,50.0,B4,Regular,1326.0,R93,0.0
67140,0.0,1.0,B,4.0,7.0,24.0,54.0,B4,Regular,66.0,R93,0.0
67143,0.0,1.0,D,7.0,10.0,58.0,50.0,B1,Regular,1326.0,R93,0.0
67146,0.0,1.0,D,7.0,12.0,43.0,95.0,B5,Diesel,1326.0,R93,0.0
67147,0.0,1.0,D,5.0,9.0,63.0,50.0,B12,Regular,1326.0,R93,0.0
67149,0.0,1.0,C,11.0,5.0,75.0,50.0,B2,Regular,269.0,R93,0.0
67150,0.0,0.23,C,7.0,4.0,29.0,68.0,B4,Regular,211.0,R93,0.0
67151,0.0,1.0,C,6.0,8.0,31.0,50.0,B5,Regular,184.0,R93,0.0
67154,0.0,0.49,C,7.0,4.0,64.0,50.0,B2,Regular,199.0,R93,0.0
67155,0.0,0.5,C,7.0,4.0,64.0,50.0,B2,Regular,199.0,R93,0.0
67157,0.0,1.0,C,4.0,9.0,28.0,58.0,B2,Regular,173.0,R93,0.0
67159,0.0,1.0,A,5.0,9.0,47.0,60.0,B5,Diesel,11.0,R82,0.0
67161,0.0,1.0,D,5.0,6.0,31.0,54.0,B2,Diesel,1326.0,R93,0.0
67164,0.0,0.35,A,5.0,11.0,63.0,52.0,B2,Diesel,14.0,R72,0.0
67165,0.0,0.47,C,4.0,12.0,55.0,50.0,B1,Regular,481.0,R93,0.0
67166,1.0,1.0,C,9.0,1.0,52.0,50.0,B13,Regular,481.0,R93,1128.12
67168,0.0,1.0,D,5.0,1.0,46.0,50.0,B3,Diesel,645.0,R91,0.0
67170,0.0,1.0,C,6.0,6.0,53.0,50.0,B6,Regular,219.0,R93,0.0
67173,0.0,0.45,C,6.0,6.0,28.0,60.0,B1,Diesel,164.0,R93,0.0
67174,0.0,0.54,C,6.0,6.0,28.0,57.0,B1,Diesel,164.0,R93,0.0
67176,0.0,1.0,D,6.0,2.0,72.0,50.0,B1,Diesel,1448.0,R93,0.0
67177,1.0,1.0,D,4.0,5.0,37.0,50.0,B2,Regular,1326.0,R93,865.69
67179,0.0,0.98,D,6.0,1.0,37.0,50.0,B2,Diesel,1326.0,R93,0.0
67180,0.0,0.01,D,8.0,0.0,37.0,50.0,B2,Diesel,1326.0,R93,0.0
67183,0.0,1.0,D,7.0,5.0,32.0,50.0,B1,Regular,533.0,R93,0.0
67185,0.0,0.25,D,5.0,9.0,32.0,52.0,B5,Diesel,533.0,R93,0.0
67186,0.0,0.74,D,7.0,3.0,32.0,50.0,B11,Diesel,533.0,R93,0.0
67189,0.0,1.0,D,4.0,1.0,27.0,60.0,B4,Diesel,776.0,R93,0.0
67191,0.0,1.0,D,6.0,5.0,64.0,50.0,B2,Diesel,631.0,R93,0.0
67193,0.0,1.0,B,7.0,16.0,26.0,54.0,B1,Regular,77.0,R82,0.0
67195,0.0,1.0,C,8.0,7.0,53.0,50.0,B2,Diesel,251.0,R93,0.0
67197,0.0,1.0,C,7.0,6.0,56.0,50.0,B11,Diesel,426.0,R91,0.0
67199,0.0,1.0,D,5.0,10.0,38.0,51.0,B2,Diesel,1326.0,R93,0.0
67201,0.0,1.0,D,10.0,10.0,36.0,50.0,B12,Diesel,1326.0,R93,0.0
67204,0.0,0.56,D,4.0,2.0,31.0,64.0,B6,Regular,1326.0,R93,0.0
67205,0.0,0.43,D,4.0,2.0,31.0,60.0,B6,Regular,1326.0,R93,0.0
67208,0.0,0.24,C,7.0,6.0,42.0,50.0,B2,Regular,173.0,R93,0.0
67209,0.0,0.51,C,6.0,5.0,42.0,50.0,B3,Regular,173.0,R93,0.0
67210,0.0,0.24,C,4.0,9.0,42.0,50.0,B5,Regular,173.0,R93,0.0
67212,0.0,1.0,C,7.0,3.0,34.0,53.0,B1,Regular,110.0,R93,0.0
67215,0.0,1.0,C,5.0,8.0,39.0,50.0,B1,Regular,206.0,R93,0.0
67217,0.0,1.0,B,7.0,3.0,40.0,54.0,B2,Diesel,54.0,R93,0.0
67219,0.0,1.0,C,10.0,13.0,82.0,50.0,B2,Regular,381.0,R93,0.0
67221,0.0,1.0,D,4.0,11.0,47.0,50.0,B3,Regular,1326.0,R93,0.0
67223,0.0,1.0,D,7.0,5.0,51.0,50.0,B6,Diesel,1448.0,R93,0.0
67225,0.0,1.0,D,4.0,10.0,36.0,50.0,B6,Regular,645.0,R91,0.0
67227,0.0,0.89,D,7.0,14.0,33.0,57.0,B1,Regular,1448.0,R93,0.0
67230,1.0,1.0,D,7.0,6.0,72.0,50.0,B11,Diesel,645.0,R91,330.5
67234,0.0,0.24,C,6.0,4.0,41.0,50.0,B2,Diesel,102.0,R93,0.0
67235,0.0,0.75,D,4.0,3.0,41.0,50.0,B1,Regular,688.0,R93,0.0
67236,0.0,0.24,D,4.0,3.0,41.0,50.0,B1,Regular,688.0,R93,0.0
67239,0.0,1.0,C,11.0,14.0,36.0,50.0,B2,Regular,186.0,R93,0.0
67242,1.0,1.0,C,5.0,15.0,36.0,50.0,B2,Diesel,186.0,R93,1128.12
67244,0.0,1.0,D,6.0,4.0,67.0,50.0,B2,Diesel,1326.0,R93,0.0
67246,0.0,1.0,C,5.0,12.0,33.0,63.0,B1,Diesel,311.0,R93,0.0
67248,0.0,1.0,D,6.0,9.0,63.0,50.0,B1,Diesel,631.0,R93,0.0
67250,1.0,1.0,D,8.0,11.0,63.0,50.0,B14,Diesel,631.0,R93,1128.12
67252,0.0,1.0,D,4.0,10.0,40.0,50.0,B2,Regular,1326.0,R93,0.0
67254,0.0,0.81,C,5.0,1.0,45.0,50.0,B2,Diesel,135.0,R93,0.0
67255,0.0,0.18,C,10.0,5.0,45.0,50.0,B2,Regular,135.0,R93,0.0
67259,0.0,1.0,D,6.0,7.0,54.0,50.0,B13,Regular,1326.0,R93,0.0
67261,0.0,1.0,E,5.0,2.0,70.0,50.0,B2,Regular,3317.0,R93,0.0
67263,0.0,1.0,D,10.0,27.0,78.0,50.0,B3,Regular,645.0,R91,0.0
67265,1.0,0.31,D,6.0,6.0,22.0,50.0,B1,Diesel,533.0,R93,74.57
67266,0.0,0.68,D,6.0,6.0,22.0,76.0,B1,Diesel,533.0,R93,0.0
67268,0.0,0.58,D,8.0,10.0,41.0,50.0,B2,Regular,1326.0,R93,0.0
67269,0.0,0.4,D,8.0,10.0,41.0,50.0,B2,Regular,1326.0,R93,0.0
67270,0.0,1.0,B,6.0,3.0,57.0,50.0,B3,Regular,66.0,R93,0.0
67272,0.0,1.0,C,4.0,6.0,28.0,72.0,B4,Diesel,402.0,R93,0.0
67274,0.0,1.0,D,4.0,8.0,65.0,50.0,B5,Regular,776.0,R93,0.0
67276,0.0,1.0,D,6.0,1.0,61.0,50.0,B3,Diesel,645.0,R91,0.0
67280,0.0,0.18,C,6.0,3.0,54.0,50.0,B2,Diesel,245.0,R93,0.0
67281,0.0,0.11,C,7.0,4.0,54.0,50.0,B2,Regular,245.0,R93,0.0
67282,0.0,0.46,C,7.0,4.0,54.0,50.0,B2,Regular,245.0,R93,0.0
67286,0.0,1.0,C,7.0,12.0,32.0,50.0,B2,Regular,171.0,R91,0.0
67288,1.0,0.89,C,5.0,4.0,65.0,50.0,B4,Diesel,211.0,R93,3887.39
67289,0.0,0.1,C,4.0,0.0,65.0,50.0,B3,Diesel,211.0,R93,0.0
67291,0.0,1.0,D,6.0,9.0,66.0,50.0,B3,Regular,1326.0,R93,0.0
67293,1.0,1.0,D,4.0,6.0,55.0,90.0,B1,Regular,1326.0,R93,1128.12
67295,0.0,0.46,B,6.0,5.0,54.0,50.0,B3,Diesel,62.0,R93,0.0
67296,0.0,0.05,B,7.0,0.0,54.0,50.0,B3,Diesel,62.0,R93,0.0
67297,0.0,0.47,B,7.0,0.0,54.0,50.0,B3,Diesel,62.0,R93,0.0
67299,0.0,1.0,D,5.0,2.0,52.0,51.0,B3,Diesel,533.0,R93,0.0
67301,0.0,1.0,D,5.0,6.0,35.0,54.0,B5,Diesel,533.0,R93,0.0
67303,0.0,0.46,D,11.0,2.0,38.0,50.0,B13,Regular,1326.0,R93,0.0
67304,0.0,0.42,D,9.0,0.0,38.0,50.0,B6,Regular,1326.0,R93,0.0
